ME31013,MECHANICS OF SOLIDS,F116,13MF10022-14ME10025,E
ME31013,MECHANICS OF SOLIDS,F142,14ME10026-14ME10055,E
ME31013,MECHANICS OF SOLIDS,NR221,14ME10057-14ME10079,C
ME31013,MECHANICS OF SOLIDS,NR222,14ME10080-14ME30022,C
ME31013,MECHANICS OF SOLIDS,NR122,14ME30023-14ME30046,C
ME31013,MECHANICS OF SOLIDS,NR321,14ME30047-14MF10017,B
ME31013,MECHANICS OF SOLIDS,NR322,14MF10020-14NA10006,B
MF41601,SOFT COMPUTING,F116,10MF10012-13ME10015,H
MF41601,SOFT COMPUTING,F142,13ME10021-13ME10066,H
MF41601,SOFT COMPUTING,NR221,13ME10067-13ME32002,F
MF41601,SOFT COMPUTING,NR121,13ME32005-13ME33025,F
MF41601,SOFT COMPUTING,NR122,13ME33028-13QM30005,F
MI21007,ELEMENTS OF ROCK MECHANICS,F232,14MI10010-15MI10012,F
MI21007,ELEMENTS OF ROCK MECHANICS,NC243,15MI10013-15MI10031,G
MI21007,ELEMENTS OF ROCK MECHANICS,NC244,15MI10032-15MI31010,G
MI21007,ELEMENTS OF ROCK MECHANICS,NR224,15MI31011-15MI33008,A
MI21007,ELEMENTS OF ROCK MECHANICS,NC341,15MI33009-15MI3PE03,F
MI31003,UNDERGROUND METAL MINING,F232,13MI10008-14MI10007,H
MI31003,UNDERGROUND METAL MINING,NR223,14MI10008-14MI10023,H
Subject,Subject Name,Room No,Subdivision,Sitting Pattern
No,,,,
MI31003,UNDERGROUND METAL MINING,NR124,14MI10025-14MI31003,F
MI31003,UNDERGROUND METAL MINING,NR123,14MI31004-14MI31020,H
MI31003,UNDERGROUND METAL MINING,NC341,14MI33001-14MI3FP01,H
MI50009,OIL AND GAS WELL TESTING AND ENHANCED OIL,F232,10GG20037-12GG20007,B
MI50009,OIL AND GAS WELL TESTING AND ENHANCED OIL,NR222,12GG20008-12ME32011,H
MI50009,OIL AND GAS WELL TESTING AND ENHANCED OIL,NC141,12ME33007-13CH30021,F
MI50009,OIL AND GAS WELL TESTING AND ENHANCED OIL,NR321,13EX20004-13GG20027,H
MI50009,OIL AND GAS WELL TESTING AND ENHANCED OIL,NR322,13GG20031-15EX40022,F
NA21101,HYDROSTATICS AND STABILITY,NR223,10NA10016-14NA30020,B
NA21101,HYDROSTATICS AND STABILITY,NR224,15NA10001-15NA10020,B
NA21101,HYDROSTATICS AND STABILITY,NR124,15NA10021-15NA30007,B
NA21101,HYDROSTATICS AND STABILITY,NR123,15NA30009-15NA3FP20,B
Subject,Subject Name,Room No,Subdivision,Sitting Pattern
No,,,,
AG31007,THEORY & DESIGN OF MACHINE ELEMENTS,NC142,10AG10034-14AG10014,D
AG31007,THEORY & DESIGN OF MACHINE ELEMENTS,NC241,14AG10015-14AG10033,D
AG31007,THEORY & DESIGN OF MACHINE ELEMENTS,NC242,14AG30002-14AG30021,D
AG31007,THEORY & DESIGN OF MACHINE ELEMENTS,NC243,14AG30022-14AG3FP10,C
AG40011,TUBEWELLS AND PUMPS,NR223,12AG10011-13AG10017,E
AG40011,TUBEWELLS AND PUMPS,NR124,13AG10021-13AG32010,A
AG40011,TUBEWELLS AND PUMPS,NR123,13AG32011-13AG36009,B
AG40011,TUBEWELLS AND PUMPS,NC341,13AG36010-13AG3FP12,B
AR40023,BUILDING ACOUSTICS,NC243,11AR10026-13AR10005,D
AR40023,BUILDING ACOUSTICS,NC244,13AR10007-13AR10020,D
AR40023,BUILDING ACOUSTICS,NR224,13AR10021-13AR10032,C
AR40023,BUILDING ACOUSTICS,NC341,13AR10033-13AR10044,C
CE21005,SOLID MECHANICS,V3,10CE10055-14MI10012,A
CE21005,SOLID MECHANICS,F116,14MI33016-15CE10027,G
CE21005,SOLID MECHANICS,F142,15CE10028-15CE10058,F
CE21005,SOLID MECHANICS,NR221,15CE10059-15CE30021,C
CE21005,SOLID MECHANICS,NR222,15CE30022-15MI10027,C
CE21005,SOLID MECHANICS,NR321,15MI10028-15MI31018,C
CE21005,SOLID MECHANICS,NR322,15MI31019-15MI3PE03,C
CE31001,DESIGN OF RC STRUCTURE,V3,10CE30016-14AR10008,G
CE31001,DESIGN OF RC STRUCTURE,V4,14AR10009-14AR10030,G
CE31001,DESIGN OF RC STRUCTURE,F116,14AR10031-14CE10022,H
CE31001,DESIGN OF RC STRUCTURE,F142,14CE10023-14CE10048,G
CE31001,DESIGN OF RC STRUCTURE,NR121,14CE10049-14CE30012,E
CE31001,DESIGN OF RC STRUCTURE,NR122,14CE30013-14CE3FP17,E
CH31001,MASS TRANSFER I,F116,10IE10013-14BT10001,F
CH31001,MASS TRANSFER I,F142,14BT10005-14BT30012,E
CH31001,MASS TRANSFER I,NR221,14BT30013-14CH10013,B
CH31001,MASS TRANSFER I,NR222,14CH10014-14CH10040,B
CH31001,MASS TRANSFER I,NR121,14CH10041-14CH30011,C
CH31001,MASS TRANSFER I,NR122,14CH30012-14IE10005,C
CH31001,MASS TRANSFER I,NR321,14IE10006-14IE10034,B
Subject,Subject Name,Room No,Subdivision,Sitting Pattern
No,,,,
CS41001,THEORY OF COMPUTATION,NR221,09CS3031-13CS10005,F
CS41001,THEORY OF COMPUTATION,NR222,13CS10006-13CS10031,F
CS41001,THEORY OF COMPUTATION,NR121,13CS10032-13CS10052,G
CS41001,THEORY OF COMPUTATION,NR122,13CS10053-13CS30013,G
CS41001,THEORY OF COMPUTATION,NR321,13CS30015-13CS30035,F
CS41001,THEORY OF COMPUTATION,NR322,13CS30036-13IE10032,E
CS60005,FOUNDATIONS OF COMPUTING SCIENCE,F232,12EE35006-16CS60R11,E
CS60005,FOUNDATIONS OF COMPUTING SCIENCE,NC141,16CS60R12-16CS60R43,H
CS60005,FOUNDATIONS OF COMPUTING SCIENCE,NC142,16CS60R44-16CS60R61,H
CS60005,FOUNDATIONS OF COMPUTING SCIENCE,NC241,16CS60R62-16CS60R76,H
CS60005,FOUNDATIONS OF COMPUTING SCIENCE,NC242,16CS60R78-16CS60R87,H
